,textID,text,len,clean
835,28f9a33b14,Just at Starbucks with Farrah!,5,starbucks farrah 
836,2991e56ed4,@ ginniejean there`s a lot of mojo all over the place...  yes.,12, ginniejean lot mojo place    yes 
837,b75505e7a6,third date went well....moving on to fourth!!!!!!,7,third date go well  move fourth      
838,01427ed7f0,Mad tired. But it`s the hols! I miss chomp chomp terribly!,11,mad tired  hols  miss chomp chomp terribly 
839,0526a41f4b,is finally starting her assignments,5,finally start assignment
840,518ae43e25,Good morning  ready to start this week.,7,good morning   ready start week 
841,81adf60881," I`ve read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek",18,read good thing bout  feelin tonight  proly finish tomorrow  star trek
842,2d94c993c9,So glad I`m finally done with finals!,7,glad finally final 
843,90469c762f,watching 'That Thing You Do' on Comcast. Missing my boo like crrrrrazy!,12,watch  thing  comcast  miss boo like crrrrrazy 
844,647e680fec,It just had to rain on me almost a perfect day now my clothes are wet,16,rain almost perfect day clothe wet
845,9db3cb33a2,_1 yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,23,  yeah go  day   try get back november mom super soak star weekend
846,020a2d26ec, I miss u guys too  I prob won`t b bk til august sumtime... But if I come bk anytime b4 then ill 4 sure let u kno!,27,miss guy   prob b bk til august sumtime  come bk anytime b ill  sure let kno 
847,e3d78da8b9," Okay, make sure he`s alright kk? Cuidalo. Let him know he`s a got friend in us aha..",17,okay  make sure alright kk  cuidalo  let know got friend aha 
848,c9d567bba5,It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,26,round way  ahve copy public contact personal contact first    big deal
849,0397995d17,trying to figure it out,5,try figure
850,49f811f90c, _bob7 I`ll update you. I had to leave him at the vet for tests and xrays.,16, bob update  leave vet test xray 
851,aaf0bbf7c8,Went to see hannah montana movie on saturday  loved it .... still cant work twitter out though,17,go see hannah montana movie saturday   love  still work twitter though
852,43b0426667," lol, i`ve done that one b4  i`m a victim 2 that! lol",12,lol  one b   victim   lol
853,e9785cbd8c,i would slip and fall... on the dirty school bathroom floor. fml.,12,would slip fall  dirty school bathroom floor  fml 
854,2617b9c9e3,Just got confirmed that itï¿½s pizza-time with some ex co-workers on friday...looking forward to it,15,get confirm itï¿½s pizza  time ex co  worker friday  look forward
855,69db8f3c7e,well paisley has one of those cone things around her head...SO funny but I feel bad for her,18,well paisley one cone thing around head  funny feel bad
856,3bfc997081, ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*,16,ugggh idk   want stop get text twitterr   ilse 
857,317715cbc5,can`t wait to november for Jobros concert ! In examination,10,wait november jobros concert  examination
858,494b8aafd8, been there done that. It always ended up with me selling the machine and going back to my mac,19, always end sell machine go back mac
859,a7850c4612,"Just came back from watching Terminator Salvation @ Cathay. It`s so-so only, not so much action  but I feel sorry for Marcus though.",23,come back watch terminator salvation  cathay    much action   feel sorry marcus though 
860,c0360fd4e9,is sitting thru the boring bits in Titanic waiting for the good bit to start in couple of hours,19,sit thru boring bit titanic wait good bit start couple hour
861,35210988be,http://twitpic.com/4jken - fire and urban at rock challenge,8,  fire urban rock challenge
862,f11843720f,I can`t believe I thought I had a morning shift today and told Alex that I could take him to the airport.  His flight is during my shift!,28,believe think morning shift today tell alex could take airport    flight shift 
863,19d585c61b,"My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year",15,poor heather  make cheerlead squad  sorry babygirl  maybe next year
864,f70614e8a5, well now i do,4,well
865,6015ac6085,  250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD! :s,16,e    crazzyyyy  summer      cuz ci close rd  
866,77338f26c5,i jus love doin night shifts...will be done in an hour,11,jus love night shift  hour
867,4441b5b0dc,"Morning tweeple,way to early again",5,morning tweeple  way early
868,ce5dd24a33,I have to reupload the **** thing again,8,reupload     thing
869,a8b5846c0e," You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?",19,know  update really amusing    prop auctionhow much baseship bed go 
870,dba3019318,Loves the fact that there`s only 5 days of school left,11,love fact  day school leave
871,f2737e9c15, Oh no!! I hope it`s not bad,7,oh   hope bad
872,f62706f76e, awesome..am headin there that nite after my grad dinner  c u then boi! hehe,14,awesome  headin nite grad dinner   c boi  hehe
873,2554631fd6,"_beery Yeah little rough this morning but more tonight, and tomorrow night if all goes as planned. Caloric intake off the charts",22, beery yeah little rough morning tonight  tomorrow night go plan  caloric intake chart
874,5d94b30c0f," Aww, congrats to the family. ;) Send me piccies in the email!",12,aww  congrat family   send piccie email 
875,c35f392086,"Uber Bored ATM, after Out of the Blue, will have shower, then watch house or numb3rs (vid) then CSI + CSI NY + Bones Double . .. . YAY!",29,uber bored atm  blue  shower  watch house numbrs  vid  csi  csi ny  bones double    yay 
876,83cdbdeada,  i can`t.,2,
877,6e76e15092,"strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse.",17,strongly agree jason wolverine  hugh jackman    sorry  kid mouse 
878,11a05040a9, you okay bby?,3,okay bby 
879,edd0fa3494,okay okay sleep for realz now! Goodnight!  ::waves to followers::,10,okay okay sleep realz  goodnight      wave follower  
880,80c985a159,"Omg, my mom just called... Im too late... Hes gone",10,omg  mom call  late  go
881,ad2e9f53be,Just lost my internet signal  how will life go on,10,lose internet signal   life go
882,a2e0a7c278, sorry we didn`t get a chance to chat at #screengrab09. Caught glimpse of you across room but was dragged home prematurely,21,sorry get chance chat  screengrab  catch glimpse across room drag home prematurely
883,d153e50085,"__buckley Good for you mate, sadly I couldnt get pissed tonight **** driving bad times",15,  buckley good mate  sadly could get piss tonight     drive bad time
884,ff5950afbb,i just bit my tongue.  blood everywhere!!!,7,bite tongue    blood everywhere   
885,6632d58c82,pulled up @ walmart aunt got out went in I fell asleep 2 hours later.... were r you?!  lol,19,pull  walmart aunt get go fall asleep  hour later  r     lol
886,1f82ec212e,Searching my home for a few things to cook them for dinner this evening. It`s mothers day so guess who im eating with,23,search home thing cook dinner evening  mothers day guess eat
887,1c32289f9a, very very cute  and fun to watch.,7,cute   fun watch 
888,5250e01ce0,Woke up at 7:50 then fell back to sleep. Woke up at 8:50 and back to sleep again. Woke up at 9:50 and I`m staying awake! MORNING!,27,wake  fall back sleep  woke  back sleep  wake  stay awake  morning 
889,b6c236ef0d,"Great weekend, even though my site is not moved. Plenty other things to do and learn. Keeping the faith and looking to the future",24,great weekend  even though site move  plenty thing learn  keep faith look future
890,2a8f304f11, don`t know it really hurt my arm. guess you have to booze me.. or just ask  or  if you don`t believe me!,22,know really hurt arm  guess booze  ask     believe 
891,584ed4d88e,Not going to the dance recital and now i feel like a piece of **** cuz it cost so much money,21,go dance recital feel like piece     cuz cost much money
892,f4e66c4f1a,"tiiiiiiired! Going to bed! Drinking leads to making out with boys, who you later forget their names.... Don`t drink kids. Goodnight",21,tiiiiiiire  go bed  drinking lead make boy  later forget name  drink kid  goodnight
893,520d782e5e," Just been in that kind of mood, not reason at all. Lol, but I`ll try not to be too mushy around you!  I can behave!",25,kind mood  reason  lol  try mushy around    behave 
894,60c870e68e," thats what doting husbands are for LOL!!  I hope that once my braces go on, I can eat normally again",20,dote husband lol     hope brace go  eat normally
895,5d97a78333,; keeps getting such delayed responses. why is my internet so messed up?!,13, keep get delay response  internet mess  
896,7f4fd40fcf,and dont tell burnsy - but no comparison between the rocky mountains and mountains in enlgland,16,tell burnsy  comparison rocky mountain mountain enlgland
897,92b005cd96," I know, that is so sad.  I",7,know  sad   
898,5c09d44365,Good Morning Twits!  Let`s makes today x100 better than the one before! Start runnin,14,good morning twits    let make today x well one  start runnin
899,c53e7f7415, I could get away with it. dare me? I`ll go buy it tomorrow,13,could get away  dare  go buy tomorrow
900,1f40da44dc, Thanks man.  That sorted it. I only ever remember 222.222,10,thank man    sort  ever remember 
901,0a2bce3efa,_Craig_G Hope your enjoying the money..it`s looking real good to me right now,13, craigg hope enjoy money  look real good right
902,bddc27eafe,"This is my favourite shirt, because its true.  <3 grumpy.    a) cute  b) huggable  c) life of the party  (d)... http://tinyurl.com/q7eax7",21,favourite shirt  true     grumpy       cute   b  huggable   c  life party      
903,d19ddcc745,"Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well",19,ok  back packing  sit car charge phone charger leave  home well
904,0f5a1691df,"and thanks,  , fr. yr congratulatory gweetin`",7,thank     fr  yr congratulatory gweetin 
905,6fb42d0a8e," Every time I have Friday off. Sadly, that`s not too often",11,every time friday  sadly  often
906,caf284161d,Star trek was good times.,5,star trek good time 
907,f541987e81,The sun is not cool,5,sun cool
908,f26ab1a9d4,...  that was meeeaaannn. people make mistakes ok?! lol,9,   meeeaaannn  people make mistake ok   lol
909,3c3ff93959,Invisible car helps to boost recycling. Honest   http://twurl.nl/fdgmyo,8,invisible car help boost recycle  honest    
910,1841a654de,"Baby baby, it`s gonna be all right when I`m by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs",28,baby baby  go right side whole world turn   ipod random bsb song
911,dc36435d5a,"HA. Totally posting an update at 2am.Its lightning outside, pretty.",10,ha  totally post update  lightning outside  pretty 
912,249bd1fcea, Do a tour in the Philippines sometime.  A lot of fans here would really love that!,16,tour philippines sometime    lot fan would really love 
913,6585732a49,has broken off the fb wedding so sadly no longer has an excuse to get @ hauntingxealot to Goulburn,19,break fb wedding sadly longer excuse get  hauntingxealot goulburn
914,66f8fa737a, ...you are kickable.,3, kickable 
915,6970c09cfc,"_richie I also saw u on American Idol great performance, I see u will be at Windsor in June 20 Commodores won`t be there",24, richie also see american idol great performance  see windsor june  commodores
916,c16a52d2a7, nice clutch,2,nice clutch
917,a342cf829b,Happy Mother`s Day to all the mommies,7,happy mother day mommy
918,e4a1945972,Just finished watching 'Marley and Me',6,finish watch  marley 
919,6268a5fa23,Enjoying Mother`s Day,3,enjoy mother day
920,0c667d555e," Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed.",18,everyone seem love  feel kind lazy repetative    really disappointed 
921,a6340877e3,Roll on Thursday,3,roll thursday
922,4b7059f018,"Dadgum, I think this nations shipping needs have shut down completely. still no freight for carriers out there.",18,dadgum  think nation shipping need shut completely  still freight carrier 
923,f1e747751a,cavs got lucky 2night  lol but lebron took over and killed em another triple double,15,cavs get lucky night   lol lebron take kill another triple double
924,f4317a30ae,Wishing all the mommies out there a very happy day!!!,10,wish mommy happy day   
925,bd5e56bd6d,"What did I learn today? Never post anything you`ve sold on ebay using royal mail. They lose it, I refund: compo`s nowhere near - my bad",26,learn today  never post anything sell ebay use royal mail  lose  refund  compo nowhere near  bad
926,c2213ecb79,"_ Oh god, yeah! I forgot about that",8, oh god  yeah  forget
927,3521fb0d31,  as long as you have someone to make out with    lol,11,long someone make     lol
928,52f70c2da6, ahaha its stuck in my head; thanxx,7,ahaha stuck head  thanxx
929,f8c1ff9b6e," You arent following me, so i cant send you a DM..",11,follow  send dm 
930,f5e3ae4806,I`m poorly and can`t sleep,5,poorly sleep
931,568ad4a905,Happy Star Wars Day ...  'May the 4th be with you'.... read http://tinyurl.com/axsujx for more ;),16,happy star wars day     may th   read  
932,1e81e55e38, I picked up a taco over lunch... you got a guitar.,11,pick taco lunch  get guitar 
933,753d7f4ac2,Buried under more web changes. Going to make lunch now... I won`t have a chance later. Too much to do.,20,bury web change  go make lunch  chance later  much 
934,fbc44d0924,'Up' is all sold out!!,5,  sell  
935,a8d9ff4fc3,I hope everyone had a great weekend! I will be here on and off today as I have 2 important meetings today,22,hope everyone great weekend  today  important meeting today
936,ec38c9863d,_gd whoaa kinda hard :O that one that you think will be interesting enough to tell,16, gd whoaa kind hard  one think interesting enough tell
937,ab75d13082, http://twitpic.com/4qpzx - i love you guys  you`re the best,9,  love guy   good
938,c502223f1e,Listening 2 music @ home all alone lol  who wants 2 come over & hang with me LOL!!,18,listen  music  home alone lol   want  come  hang lol  
939,b87178f4d3, SHUT YOUR FACE! Why are you so mean to me? Pedro is supposed to be the mean one,18,shut face  mean  pedro suppose mean one
940,5c3f0ab2aa," or so a month. I put my 2 week`s notice in a little over a week ago, my last day is this friday!",23,month  put  week notice little week ago  last day friday 
941,e0635b5bbe,oh yea mspacers my boy just hooked up my page  it looks kewl at least i think so and it only took him 5 minutes www.myspace.com/missmickey,26,oh yea mspacer boy hook page   look kewl least think take  minute 
942,f0e3079931,"_babe woo! im getting mine on monday,cant wait  x",9, babe woo  get monday  wait   x
943,85c86e7975, awww she`s laavly ;) I had to come in  but I`ve got a stunning wee tan (l) ;) yourself?,19,awww laavly  come   get stunning wee tan  l   
944,e027da0b8d, yes please  and if you`re gone i might actually get some work done lol,14,yes please   go may actually get work lol
945,992f2b16fb,"I`m really getting sick ugh **** nursing homes! Laying in bed, might go run later, watch some more movies with Austin. Sara & Sami left",25,really get sick ugh     nursing home  lay bed  may go run later  watch movie austin  sara  sami leave
946,c97b52ace6," I saw you stalkerishly from the elevator, but Brookie was eating her moracca (?) So we had to go.",19,see stalkerishly elevator  brookie eat moracca    go 
947,48d8087f95,???-?? ? youtube ? ????,5,       youtube     
948,48037ebde3,calling mum too ask if she can by ice-cream,9,call mum ask ice  cream
949,dffeaa7330,"_ having a very lazy day, playing xbox and drinking tea",11, lazy day  play xbox drink tea
950,55f2673e6b, Well thatï¿½s disappointing to hear.,5,well thatï¿½ disappointing hear 
951,4ab133ebad, well if i use all my tweets will be the push to make me go to the shop. and by the time im back it will be over hopefully,29,well use tweet push make go shop  time back hopefully
952,ed5a6ba312,My mom just texted me and told me that Rodney was chasing fireflies in their backyard. Awwwww I`m miss him    http://twitpic.com/66pn1,21,mom texte tell rodney chase firefly backyard  awwwww miss     
953,abae918052,is getting ready for bed. Happy Mother`s Day to all the mothers out there!,14,get ready bed  happy mother day mother 
954,7abffbad91, (blinks fast) its better now ... Lol thanks :-*,9, blinks fast  well  lol thank 
955,36e6c80b35,My legs are killing me now.  but i know it`s a good pain all in all.,16,leg kill    know good pain 
956,8ac49207e1," (cont) a bastardized version of French? It`s fun, believe me!",10, cont  bastardize version french  fun  believe 
957,c400a6bf99," alas, I am moving   (like where i`m moving too, but the actual moving, ugh) wish I could go too!",19,alas  move     like move  actual moving  ugh  wish could go 
958,45a9136ace,ready to go home,4,ready go home
959,c6b72791c6,need to push diet to last level. Not too good last week lost 1 lb. . Better than a gain,20,need push diet last level  good last week lose  lb   well gain
960,d8b30029da,today Jon Doe plays at the Moho. ia m excited  itï¿½s gonna be funny.. but before i have to carry all the equipment and do the backline,27,today jon doe play moho  ia excited   itï¿½s go funny  carry equipment backline
961,5481448e66,My back is killing me...  It won`t keep me from dropping it low...hope I got someone to pick it back up tho... LOL,23,back kill    keep drop low  hope get someone pick back tho  lol
962,ae1b6151f2,facebook is being a ****,5,facebook    
963,e0ef3a78fc,mad the rain got me...now i cant go see jaiden   *|)|/-\|\|/-\*,11,mad rain get  go see jaiden      
964,9e36c68f31,I am at my grandparents place,6,grandparent place
965,01f7a3b229,hi from chile!!! It`s 9 deg C  winter`s coming....cant wait for cali sun.,13,hi chile     deg c   winter coming  wait cali sun 
966,8c015be59f,i dont feel very good,5,feel good
967,72bafdda6a, I was born there,4,bear
968,6c2ac7dbcb, congradts on ur show  Even tho i wasnt there lol,10,congradts ur show   even tho lol
969,ea953646cb,damjust finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,21,damjust finish watch prison break  final break  omg think cry hard show  finally understand finale
970,84200d46e6,"Visiting the grandparents in Manhattan, and dropping off my sister for the week! I wish I had an excuse to be so tired today..",24,visit grandparent manhattan  drop sister week  wish excuse tired today 
971,0c95eb579e,"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today",19,glad friday   two class  lazy afternoon  bad nice warm today
972,ba047dae2b, good luck.. Finally your long time will of panvel tweetup finally coming true..,13,good luck  finally long time panvel tweetup finally come true 
973,6be832d308,"Heading off to Hollywood Studios today  Manta and Kraken were both awesome yesterday, feeling like doing a few more rides!!",20,head hollywood studios today   manta kraken awesome yesterday  feel like ride  
974,0bb43bf3bc,This weekend is going to be packed full of work for school  No life this summer I`m afraid.,18,weekend go pack full work school   life summer afraid 
975,9b81e91703,Please read my blog http://amandallynn.blogspot.com/ I`m not having the best day,11,please read blog  good day
976,66f9e8ee5e,_Aid16 Goodnight!,2, aid goodnight 
977,6c7f3f8a21, Welcome,1,welcome
978,6ec800a85c," Ha! Thanks Bryan! And don`t remind me about the state budget issues.  Actually, Steve only has 6 staffers in 3 offices.",21,ha  thank bryan  remind state budget issue    actually  steve  staffer  office 
979,56c68e6b45," Thanks, none close to me.",5,thank  none close 
980,ec1c6989b0,"watered the tomato plants, pepper plants and lettuce, feeling all homely! off out with Freddie for a fun-packed day",19,water tomato plant  pepper plant lettuce  feel homely  freddie fun  pack day
981,1b65a5216d, haha i will remember that  ****,6,haha remember      
982,61fee88949," will do  hee after exams, i`ll give u plenty of shows. HAHA hopeless me",14,  hee exam  give plenty show  haha hopeless
983,7411938f57, I sorry,2,sorry
984,2f36645604," Awww, it does remind me of getting ready for the ball.",11,awww  remind get ready ball 
985,b38290dfd8," You did know, you just couldn`t remember!!",7,know  could remember  
986,2c7965a544,_bishop  sez need to get u to look at my flights again  will email ur work tonite,17, bishop   sez need get look flight   email ur work tonite
987,1a46538172," if so, the TMobile G1 is the Hummer H1. I wish I had the battery life of an iPhone!",19, tmobile g hummer h  wish battery life iphone 
988,a732d0a8eb,nite nite twitts i wish u all a happy sunday i already have my major gift my my 2kids-my bro-n @_agressiva23 n 1 other gift on d way  tyg,29,nite nite twitts wish happy sunday already major gift kids  bro  n  n  gift way   tyg
989,b2e551b292,Omg. Its 1:47 am and Kim Possible is on Disney Channel right now. I am glued to the screen,19,omg   kim possible disney channel right  glue screen
990,40ecb95c7e, at first i thought bar life meant you were partying nonstop to catch up for the last 2 years...lol shoulda known better,22,first think bar life mean party nonstop catch last  year  lol shoulda know better
991,8a2a4790e0,Work in that heat is horrible !,7,work heat horrible 
992,5a7c51d790, someone came in when I was sleeping off my national passtime and turned me human,15,someone come sleep national passtime turn human
993,e5909bf38b, I see you didn`t shave your head. But I *LOVE* the cut.  I`m glad you didn`t shave it. Your hair`s too pretty!,22,see shave head   love  cut    glad shave  hair pretty 
994,fddcbe9285,"_starr Yep, the Hawkesbury Classic starts at Windsor, home of said DJ",12, starr yep  hawkesbury classic start windsor  home say dj
995,7c7a445b8d," I am twittering, LIKE A BOSS. Thanks Savvv",8,twitter  like boss  thank savvv
996,fe6301dd3a, my sleep pattern is screwed i need to try and stay up 2 midnight so i can get some decent sleep coz i havent slept,25,sleep pattern screw need try stay  midnight get decent sleep coz sleep
997,fd98097a71, Since the demise of Woolworths it isn`t easy to find reasonably priced pick n mix anywhere,16,since demise woolworth easy find reasonably price pick n mix anywhere
998,a7b4ba7093,may the fourth be with you! happy star wars day,10,may fourth  happy star wars day
999,6d2170e60f," I`ve been unlocked for decades now...just not lucky, never have been.  Gottta make my own luck and that involves $$$$$",20,unlock decade  lucky  never    gottta make luck involve     
1000,33acc93d94,Taking care of yucky stuff.,5,take care yucky stuff 
1001,5eb0846f97,homework on a friday night...lame,5,homework friday night  lame
1002,36cf9fdd08,Always thinking about to look for a good place to appericiate everyone who supports me on every site I joined,20,always think look good place appericiate everyone support every site join
1003,1af165ffbe,industrial tommorow! oh yeah & I get to go see a bunch of old people go away forever & I will probably cry all over the place.,27,industrial tommorow  oh yeah  get go see bunch old people go away forever  probably cry place 
1004,c9aadfab6b,"can`t believe I just drove all the way back to school...whatever HAPPY MOTHER`S DAY: Mommy, Precious, Candis and Granny",19,believe drive way back school  whatever happy mother day  mommy  precious  candis granny
1005,de1f8970e0,at the redi med. getting checked for strep throat.,9,redi med  get check strep throat 
1006,07d9362105,I`m either always on the train or at work,9,either always train work
1007,093021fd94,i hope it doesnt rain tonight tomorrow my fam. comes to visit swimming pool and carne asada  if it rains the pool is going to be dirty,27,hope rain tonight tomorrow fam  come visit swim pool carne asada   rain pool go dirty
1008,181de1d263,"Laughing for no reason...maybe its because its 2:27 and I`m tired, haha. Maybe i should go to bed  Night!",19,laugh reason  maybe  tired  haha  maybe go bed   night 
1009,6e047da71b, That`s me on a good day,6,good day
1010,d86b813a34,_Greta That is so not good.  Your box is worth way more than that!,14, greta good    box worth way 
1011,b7797a8477, I created my account just to get a chance to chat with you (: I ADMIRE YOU! you`re amazing! you inspire me to write  <3,25,create account get chance chat  admire  amazing  inspire write   
1012,e387419315,Think I`ll go enjoy the sun`s rays again...I LOVE being off work,12,think go enjoy sun ray  love work
1013,4287a0fce7," hahaha, I was busy, now I see what I replied to you! Yes that is true",16,hahaha  busy  see reply  yes true
1014,c3d345d7b6, thank you cici  right back at ya!,7,thank cici   right back ya 
1015,9810abc707, very bad.,2,bad 
1016,0eeaff566e, he`s not logging in yet.  and i doubt if he will check his his replies here in twitter. but we must keep on trying!,24,log yet    doubt check reply twitter  must keep try 
1017,79f0f587fd,Very content with my life at the moment,8,content life moment
1018,19aca1cc70," thanks, i feel a lot better now.. but it hurt like hell!!!  good luck with the lousy student writing.",19,thanks  feel lot well  hurt like hell      good luck lousy student writing 
1019,09ed11dfa4, Thank you  x,3,thank   x
1020,bfe82383f6, I think we have it pretty much figured out.  added a box in the Helsinki group where you can see the tweets,22,think pretty much figure    add box helsinki group see tweet
1021,8ddbe8e99b,I must have just missed   & I guess I scared  & _TX off...  Sorry,14,must miss     guess scare     tx    sorry
1022,40dca4d03d," esther rhymes with: investor, tester, jester, pester, polyester, semester, sylvester, requester... just to name a few",16,esther rhyme  investor  tester  jester  pester  polyester  semester  sylvester  requester  name
1023,ced528f7dc, http://twitpic.com/4vdc3 - Lexus has the Twitpic! Happy mother`s day to you Lexus.  I hopw it`s a nice one for you.,20,  lexus twitpic  happy mother day lexus    hopw nice one 
1024,082b93228a,Last night in Australia,4,last night australia
1025,59aa18c798,i was an extra. got ready for work for nothing. studying all night,13,extra  get ready work nothing  study night
1026,15b87a49f3,_uts bass love,3, ut bass love
1027,3d6165b5f7,omg J.O.N.A.S. is my new fave show <3 one guess as to why hahahha,14,omg jof  nas new fave show  one guess hahahha
1028,ee0d5790a6,it`s Mothers Day today,4,mothers day today
1029,0ba81cca59, Yeah it is. Thanks,4,yeah  thank
1030,78957c7648,_i_am_jes YAY! congrats! i`m afraid to check my grades!,9, iamjes yay  congrat  afraid check grade 
1031,2573cc2604,I feel really bad for female racoons with abusive racoon husbands... when you always have black eyes- no one can help,21,feel really bad female racoon abusive racoon husband  always black eyes one help
1032,107ea66e13,Same Difference Today  going to go and have a shower then get ready!,13,difference today   go go shower get ready 
1033,6c2e853e4c,??????? #bash ?? ??????? ????????? ????,6,        bash                      
1034,9955130b68,"Its prob cuz I don`t really like sleeping in late, even if I tried.",14,prob cuz really like sleep late  even try 
1035,6d6391cb8e, Congrats on the knottie man!,5,congrat knottie man 
1036,3e49b93467," Awww. Don`t mean to sound like an overgrown age 37 baby, but I`m still stick. Not as bad as yesterday, but still bad.",23,awww  mean sound like overgrown age  baby  still stick  bad yesterday  still bad 
1037,7c50208f64," i guess your cooler than me, tony hawk never replied to me",12,guess cooler  tony hawk never reply
1038,7d911875ad,Wishing I could kidnap  from work,6,wish could kidnap   work
1039,3d1318d372, there coming this year ^-^  wiL said it himself  but yes now would be good.,15,come year    wil say   yes would good 
1040,c57301fb4d,I ran out of Eclipse mints,6,run eclipse mint
1041,b4f9541a41, tweeten maar,2,tweeten maar
1042,f83955956a,"i`m watching missing pieces, just coz the theme song is lost without you",13,watch miss piece  coz theme song lose without
1043,9a03198e38," need some more enthu movie guys for that. Right now it`s just you,  and @_Anshul",15,need enthu movie guy  right    
1044,ecf25bb855, **** i hope theyr all wrong we need him,9,    hope theyr wrong need
1045,9f146eb43b,No... have to go on cruches next 2 weeks,9, go cruche next  week
1046,e302ba395c,My throat is killing me,5,throat kill
1047,bab6ffe982, im back on twitter.,4,back twitter 
1048,c95f98a2b8,looked up weather for greece this weekend....80 and sunny OMGZ,10,look weather greece weekend   sunny omgz
1049,6e638ba726, awww  I`ll let you off - but you`d better be there for my next 30th! XD,16,awww   let  would better next th  xd
1050,d45ad63346, YoYo door nazis refused me entry on account of no ID  gutted! Heard it was a good night tho.. Next time I`ll come prepared!,24,yoyo door nazis refuse entry account id   gutte  hear good night tho  next time come prepared 
1051,317b13bd9d," ah! well, I`ll see if I can find u later in the week.  I am tempted to look at Leica`s this week. LOL. We could go check it out.",29,ah  well  see find later week    tempt look leica week  lol  could go check 
1052,35c1084565, babe u aint been reading my tweets- my phone has fallen apart. My new on comes nxt wk. The track ball keeps fallin out my phone,26,babe read tweets phone fall apart  new come nxt wk  track ball keep fallin phone
1053,b57188597f,  hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy<3 love that dog,16,hhahaa      well strange wake empty house ahah   lolllllyyyyyyyy love dog
1054,4f5340eafa,"_nexus he has to have a new suitcase, but he is just so bloody indecicive, everytime he wants to buy something it takes HOURS",24, nexus new suitcase  bloody indecicive  everytime want buy something take hours
1055,10ed94f7b0,_s make me tea pleaseeeeeeeeeee,5, make tea pleaseeeeeeeeeee
1056,1067c256cc, classes. n bout to make sum breakfast..,7,class  n bout make sum breakfast 
1057,b8d2a9667c, oh dear.. u serious? so how does one prevent bites??  I`m so itchy its distracting while editing.. *sigh*,18,oh dear  serious  one prevent bite     itchy distract edit   sigh 
1058,da9e7cabbc,Sports car + curb = flat tire.,7,sport car  curb  flat tire 
1059,845889ea57,i think i just good stood up...,7,think good stand 
1060,d632d916e1,"Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjdjc",16,omnomnom     come online  unread email  well backlog yesterday   
1061,3d4f44b382,hook up with Rian van Staden on Twitter. He is a (much) better cook and may have some more concrete suggestions,21,hook rian van staden twitter   much  well cook may concrete suggestion
1062,7048b3a9c0," Nako! Umuulan pa naman!  Anyway, enjoy the bike rides!",9,nako  umuulan pa naman    anyway  enjoy bike ride 
1063,b66503f26a,has just discovered a great site!,6,discover great site 
1064,c6787281f9, Oohh Yaay like it !  ?    Love ya,8,oohh yaay like         love ya
1065,8dee9a95f0,DotA is an addiction...i waste 6-7 hours playing dota,9,dota addiction  waste    hour play dota
1066,d9c836bb8b, Yeah. It totally sucks.  I hate not being able to breathe! Thanks for the ff!,15,yeah  totally suck    hate able breathe  thank ff 
1067,6b2c6b3095, How long before the Frisbee Golfer 'accidentally' catches one in the back of the head from his friend,18,long frisbee golfer  accidentally  catch one back head friend
1068,caf738c7d5,_Lhoste Thanks you so much for following me on Twitter; I hope you find it as exciting as I do! Looking forward to your tweets!,25, lhoste thanks much follow twitter  hope find exciting  look forward tweet 
1069,7c26a466b6,hi guys just doing da usael notmuch really! <3 sad me,11,hi guy da usael notmuch really   sad
1070,1adaa3519d,"Happy Mother`s Day to all the mommies out there, be you woman or man as long as you`re `momma` to someone this is your day!",25,happy mother day mommy  woman man long  momma  someone day 
1071,598c09a87d,"Not smoking sucks sucks **** SUCKS, I want a cig",10,smoke suck suck     suck  want cig
1072,5b34c6a158," no, i do better with people i don`t know   you`re going to chiodos tonight, right? just kill something for me.",20, better people know    go chiodos tonight  right  kill something 
1073,20951ebfde, While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it!,15,stick inside elk grove village work day    someone enjoy 
1074,3793966498, Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,18,hi upload  completely new chinese lesson  please feel free watch enjoy
1075,8151b953ca, That was nice. I Just ordered my mom her gift from me and my sister.   Something different and unexpected.,19,nice  order mom gift sister     something different unexpected 
1076,7a3840a246,Don`t follow your dreams; chase them.- Richard Dumb (who I think is very smart,14,follow dream  chase richard dumb  think smart
